评论内容,fenci,主题概率,主题类型
因为是新酒店，所有设施都挺新的，1的床睡着也舒服。店小二特别贴心的帮我解决了行李寄存的问题，感谢,酒店 设施 睡着 舒服 店小二 贴心 解决 行李 寄存 感谢,"[(1, 0.9160741)]",1
酒店是全自助的，服务很周到贴心。就是洗手间真的比较小，使用起来不太方便，价格是真的很好 ，可以推荐,酒店 自助 周到 贴心 洗手间 价格 推荐,"[(7, 0.8846039)]",7
商家服务周到，很满意的一次入住体验，周边环境非常便利，不远处就有地铁，下次长沙之旅还是会选择到大梦,商家 满意 入住 体验 便利 地铁 选择,"[(2, 0.88460815)]",2
地理位置很好，去哪里都很方便，楼下小吃也很多，房间环境也很好，很满意的一次住宿,地理位置 小吃 房间 环境 满意 住宿,"[(0, 0.010989298), (1, 0.010989347), (2, 0.01098925), (3, 0.010989298), (4, 0.010989427), (5, 0.010989245), (6, 0.010989342), (7, 0.8681285), (8, 0.010989299), (9, 0.010989258), (10, 0.010989273), (11, 0.010989303), (12, 0.010989226)]",7
环境不错，住着也舒服，地方也比较好找，距离玩的地方出行方便，老板也特别热情，推荐很多攻略，值得推荐,环境 不错 舒服 地方 好找 距离 地方 出行 老板 热情 推荐 攻略 值得 推荐,"[(10, 0.93845904)]",10
房间设施很好，入住方便，卫生干净，服务态度很好，是一次非常好的体验。,房间 设施 入住 卫生 干净 服务态度 体验,"[(2, 0.38358966), (7, 0.5106381)]",7
好～干净整洁 明亮 服务周到 推荐 老板亲切 棒棒,干净 整洁 明亮 推荐 老板 亲切 棒棒,"[(9, 0.88460684)]",9
房间很舒服，交通也很方便，客服的服务态度很好，下次来会继续住的,房间 舒服 交通 客服 服务态度,"[(0, 0.012820863), (1, 0.012820854), (2, 0.012820913), (3, 0.012820894), (4, 0.012820796), (5, 0.012820853), (6, 0.012820979), (7, 0.012821058), (8, 0.8461493), (9, 0.012820843), (10, 0.012820853), (11, 0.012820845), (12, 0.012820917)]",8
房间很干净 而且位置也很好找，和朋友一起住很方便，楼下的投影仪同样很给力,房间 干净 位置 好找 朋友 投影仪,"[(0, 0.010989505), (1, 0.010989456), (2, 0.010989493), (3, 0.010989437), (4, 0.010989388), (5, 0.86812586), (6, 0.0109894965), (7, 0.01098953), (8, 0.010989592), (9, 0.01098954), (10, 0.010989588), (11, 0.010989595), (12, 0.01098955)]",5
房间非常不错，离周边景点都比较近，出行很方便，值得推荐,房间 不错 景点 出行 值得 推荐,"[(0, 0.010989294), (1, 0.010989284), (2, 0.010989293), (3, 0.010989331), (4, 0.010989301), (5, 0.010989307), (6, 0.01098938), (7, 0.010989298), (8, 0.010989339), (9, 0.8681281), (10, 0.010989398), (11, 0.010989327), (12, 0.010989344)]",9
房间环境卫生都很赞￼，交通也很方便，一次很满意的选择,房间 环境卫生 交通 满意 选择,"[(0, 0.012820963), (1, 0.012821114), (2, 0.012821136), (3, 0.012821195), (4, 0.012821358), (5, 0.012820963), (6, 0.012821419), (7, 0.012821164), (8, 0.8461466), (9, 0.012820982), (10, 0.012821006), (11, 0.012821093), (12, 0.012821017)]",8
店家超级好，环境也好，位置也好找，之后去长沙都选这家,店家 环境 位置,"[(0, 0.019231388), (1, 0.01923144), (2, 0.019231727), (3, 0.019231208), (4, 0.019231448), (5, 0.01923127), (6, 0.019231265), (7, 0.01923129), (8, 0.76922345), (9, 0.019231202), (10, 0.019231195), (11, 0.019231189), (12, 0.019231915)]",8
卫生是真的很差，位置不错离五一广场很近，客服服务也不错,卫生 位置 不错 客服 不错,"[(0, 0.012820765), (1, 0.01282083), (2, 0.01282086), (3, 0.012820733), (4, 0.012820747), (5, 0.012820915), (6, 0.8461499), (7, 0.012820831), (8, 0.012821225), (9, 0.012820786), (10, 0.0128207775), (11, 0.012820767), (12, 0.012820879)]",6
房间更好很干净，性价比高，入住退房也很方便，非常满意！,房间 干净 性价比 入住 退房 满意,"[(0, 0.01098931), (1, 0.010989295), (2, 0.86812776), (3, 0.010989331), (4, 0.010989354), (5, 0.010989293), (6, 0.010989483), (7, 0.010989463), (8, 0.010989341), (9, 0.010989339), (10, 0.010989332), (11, 0.010989314), (12, 0.010989381)]",2
挺好的，房东态度很好，住在这里离哪里都比较近，很方便～,房东 态度,"[(0, 0.025642168), (1, 0.025643235), (2, 0.025642833), (3, 0.025642555), (4, 0.025642604), (5, 0.025642093), (6, 0.69229156), (7, 0.02564225), (8, 0.025642142), (9, 0.025642116), (10, 0.025642093), (11, 0.025642125), (12, 0.025642242)]",6
卫生很好设施很齐全，可以住好多好多人￼￼,卫生 设施,"[(0, 0.025641518), (1, 0.69230276), (2, 0.025641551), (3, 0.025641387), (4, 0.025641203), (5, 0.025641678), (6, 0.025641343), (7, 0.025641883), (8, 0.025641365), (9, 0.025641354), (10, 0.025641397), (11, 0.02564127), (12, 0.025641283)]",1
设施：比较新 卫生：干净 环境：舒适 服务：还行,设施 卫生 干净 环境 舒适,"[(0, 0.012820748), (1, 0.8461504), (2, 0.012820748), (3, 0.012820688), (4, 0.012820805), (5, 0.012820822), (6, 0.012820746), (7, 0.012820834), (8, 0.012821299), (9, 0.012820731), (10, 0.0128206955), (11, 0.012820697), (12, 0.01282079)]",1
靠近五一广场 交通便利 出行方便 管家服务很贴心,靠近 交通 便利 出行 管家 贴心,"[(0, 0.010989519), (1, 0.010989554), (2, 0.01098957), (3, 0.010989459), (4, 0.010989501), (5, 0.010989752), (6, 0.010989617), (7, 0.010989701), (8, 0.0109896), (9, 0.868125), (10, 0.010989583), (11, 0.010989576), (12, 0.010989527)]",9
干净整洁，环境很不错，小孩子很喜欢，,干净 整洁 环境 不错 小孩子 喜欢,"[(0, 0.0109894015), (1, 0.0109894555), (2, 0.010989358), (3, 0.010989343), (4, 0.010989454), (5, 0.010989454), (6, 0.86812717), (7, 0.010989393), (8, 0.010989461), (9, 0.010989428), (10, 0.010989378), (11, 0.010989389), (12, 0.010989336)]",6
房间干净，设施齐全，交通方便，客服态度好！,房间 干净 设施 交通 客服 态度,"[(0, 0.010989338), (1, 0.5017704), (2, 0.010989442), (3, 0.010989389), (4, 0.0109893065), (5, 0.010989311), (6, 0.37734666), (7, 0.010989448), (8, 0.010989425), (9, 0.010989343), (10, 0.010989283), (11, 0.010989301), (12, 0.010989361)]",1
住着很舒服，而且离哪里都特别近，出行非常方便,舒服 出行,"[(0, 0.025641916), (1, 0.025641777), (2, 0.02564162), (3, 0.025641702), (4, 0.025641805), (5, 0.025642065), (6, 0.025641691), (7, 0.025641805), (8, 0.6922978), (9, 0.025641989), (10, 0.025642319), (11, 0.02564193), (12, 0.025641568)]",8
房东非常！房子住的也很舒服！,房东 房子 舒服,"[(0, 0.019231252), (1, 0.019231189), (2, 0.019231074), (3, 0.019231128), (4, 0.019231126), (5, 0.019231135), (6, 0.7692259), (7, 0.01923121), (8, 0.019231288), (9, 0.019231137), (10, 0.019231252), (11, 0.019231228), (12, 0.019231122)]",6
设施满意，卫生很好，环境不错，服务到位,设施 满意 卫生 环境 不错 服务到位,"[(0, 0.010989458), (1, 0.010989584), (2, 0.010989413), (3, 0.0109894), (4, 0.010989431), (5, 0.010989448), (6, 0.29767483), (7, 0.010989507), (8, 0.010989406), (9, 0.010989335), (10, 0.5814415), (11, 0.010989333), (12, 0.010989322)]",10
房间很温馨有家的感觉，地理位置也不错,房间 感觉 地理位置 不错,"[(0, 0.015385105), (1, 0.015384965), (2, 0.015384952), (3, 0.015385009), (4, 0.015385006), (5, 0.0153850615), (6, 0.015385103), (7, 0.015385203), (8, 0.015385133), (9, 0.015385088), (10, 0.8153794), (11, 0.015385001), (12, 0.015384989)]",10
不错不错 还可以非常不错！哈哈哈哈,不错 不错 不错,"[(0, 0.019230902), (1, 0.019230826), (2, 0.019230831), (3, 0.019230833), (4, 0.019230893), (5, 0.01923083), (6, 0.76922953), (7, 0.019230815), (8, 0.019230962), (9, 0.019230891), (10, 0.01923097), (11, 0.01923088), (12, 0.019230865)]",6
两天入住的非常舒服，下次来长沙还会预订~,入住 舒服 预订,"[(0, 0.46901643), (1, 0.019231759), (2, 0.019231852), (3, 0.3194334), (4, 0.019231716), (5, 0.019231841), (6, 0.019231744), (7, 0.019231902), (8, 0.01923194), (9, 0.019231806), (10, 0.019231869), (11, 0.019231917), (12, 0.019231841)]",0
很好环境 非常舒适 出行方便,环境 舒适 出行,"[(0, 0.019231167), (1, 0.019231219), (2, 0.01923106), (3, 0.019231085), (4, 0.7692258), (5, 0.019231258), (6, 0.019231042), (7, 0.019231146), (8, 0.019231582), (9, 0.019231219), (10, 0.019231165), (11, 0.019231105), (12, 0.019231161)]",4
房间很大很新，性价比很高,房间 很大 性价比,"[(0, 0.019231167), (1, 0.019231195), (2, 0.019231236), (3, 0.019231193), (4, 0.019231195), (5, 0.019231113), (6, 0.019231752), (7, 0.7692251), (8, 0.019231236), (9, 0.019231219), (10, 0.019231223), (11, 0.01923112), (12, 0.019231256)]",7
房间不错，老板服务态度好,房间 不错 老板 服务态度,"[(0, 0.8153794), (1, 0.015384902), (2, 0.015385057), (3, 0.015385037), (4, 0.015384923), (5, 0.015385048), (6, 0.015385181), (7, 0.0153851155), (8, 0.015385175), (9, 0.015385048), (10, 0.015385091), (11, 0.015385005), (12, 0.015385087)]",0
环境太差了，脏乱差，不建议住,环境 建议,"[(0, 0.025642237), (1, 0.025642535), (2, 0.025641847), (3, 0.02564181), (4, 0.025642602), (5, 0.025641916), (6, 0.025642026), (7, 0.025641967), (8, 0.025642458), (9, 0.025641901), (10, 0.6922951), (11, 0.025641875), (12, 0.02564178)]",10
服务超棒 干净卫生！,超棒 干净 卫生,"[(0, 0.019232027), (1, 0.019232312), (2, 0.019232329), (3, 0.01923203), (4, 0.019231888), (5, 0.019232545), (6, 0.019232202), (7, 0.019232482), (8, 0.76921386), (9, 0.01923208), (10, 0.019231984), (11, 0.019232031), (12, 0.019232232)]",8
老板人美心善，公寓干净卫生,老板 心善 公寓 干净 卫生,"[(0, 0.012821534), (1, 0.012821534), (2, 0.3992578), (3, 0.012821545), (4, 0.012821459), (5, 0.012821648), (6, 0.01282156), (7, 0.012821661), (8, 0.012821486), (9, 0.4597052), (10, 0.012821535), (11, 0.01282155), (12, 0.012821496)]",9
非常不错，很干净！,不错 干净,"[(0, 0.025641259), (1, 0.025641296), (2, 0.025641346), (3, 0.02564119), (4, 0.025641227), (5, 0.02564139), (6, 0.6923042), (7, 0.025641384), (8, 0.025641419), (9, 0.025641322), (10, 0.025641263), (11, 0.025641346), (12, 0.025641311)]",6
挺满意的一次住宿！,满意 住宿,"[(0, 0.02564165), (1, 0.025641752), (2, 0.025641834), (3, 0.02564209), (4, 0.02564206), (5, 0.025641477), (6, 0.025642343), (7, 0.02564207), (8, 0.025641691), (9, 0.025641672), (10, 0.02564173), (11, 0.69229794), (12, 0.025641672)]",11
楼梯有些陡，设施不新,楼梯 设施,"[(0, 0.69228786), (1, 0.02564278), (2, 0.025642518), (3, 0.025642522), (4, 0.025642443), (5, 0.025642475), (6, 0.025642436), (7, 0.025642885), (8, 0.025642999), (9, 0.025643412), (10, 0.025642565), (11, 0.025642462), (12, 0.025642637)]",0
一次满意的住宿体验,满意 住宿 体验,"[(0, 0.019231606), (1, 0.019231694), (2, 0.019232098), (3, 0.019232161), (4, 0.019231642), (5, 0.019231606), (6, 0.019231772), (7, 0.7692167), (8, 0.019231705), (9, 0.019232217), (10, 0.019232336), (11, 0.01923207), (12, 0.01923237)]",7
服务很好，值得推荐,值得 推荐,"[(0, 0.025641423), (1, 0.025641704), (2, 0.025641587), (3, 0.025641795), (4, 0.025641505), (5, 0.025641631), (6, 0.025641542), (7, 0.025641706), (8, 0.025641415), (9, 0.025643071), (10, 0.69229907), (11, 0.025641505), (12, 0.025642028)]",10
地理位置好，有烟味,地理位置 烟味,"[(0, 0.025642613), (1, 0.025642483), (2, 0.025642416), (3, 0.025642635), (4, 0.025642762), (5, 0.69228864), (6, 0.025642583), (7, 0.025642864), (8, 0.025642497), (9, 0.02564279), (10, 0.025642732), (11, 0.025642548), (12, 0.02564245)]",5
还不错，住了两晚,不错,"[(0, 0.038461886), (1, 0.038461678), (2, 0.038461693), (3, 0.0384617), (4, 0.038461864), (5, 0.038461685), (6, 0.53845817), (7, 0.038461648), (8, 0.038462117), (9, 0.038461857), (10, 0.0384621), (11, 0.038461823), (12, 0.038461786)]",6
价位性价比都不错,价位 性价比 不错,"[(0, 0.019231377), (1, 0.019231366), (2, 0.019231401), (3, 0.019231373), (4, 0.019231416), (5, 0.019231353), (6, 0.76922315), (7, 0.019231452), (8, 0.019231413), (9, 0.019231373), (10, 0.019231498), (11, 0.01923137), (12, 0.019231437)]",6
环境 卫生不错,环境 卫生 不错,"[(0, 0.019231264), (1, 0.019231701), (2, 0.019231213), (3, 0.019231077), (4, 0.019231312), (5, 0.019231437), (6, 0.76922494), (7, 0.019231398), (8, 0.01923129), (9, 0.019231087), (10, 0.019231174), (11, 0.019231055), (12, 0.019231053)]",6
满意满意满意,满意 满意 满意,"[(0, 0.01923087), (1, 0.01923094), (2, 0.019230999), (3, 0.019231083), (4, 0.019231133), (5, 0.019230852), (6, 0.7692285), (7, 0.019230997), (8, 0.0192309), (9, 0.019230885), (10, 0.019230943), (11, 0.019230993), (12, 0.019230912)]",6
不错不错哦,不错 不错,"[(0, 0.02564121), (1, 0.025641104), (2, 0.025641112), (3, 0.025641114), (4, 0.025641201), (5, 0.025641106), (6, 0.6923058), (7, 0.025641087), (8, 0.025641385), (9, 0.025641195), (10, 0.025641344), (11, 0.02564118), (12, 0.025641162)]",6
洗浴间没有玻璃门，洗个澡喷得整个浴室地板都是湿的，受不了,洗浴 玻璃门 喷得 浴室 地板,"[(0, 0.012821409), (1, 0.012821409), (2, 0.012821409), (3, 0.012821409), (4, 0.012821409), (5, 0.012821409), (6, 0.846143), (7, 0.012821502), (8, 0.012821409), (9, 0.012821409), (10, 0.012821409), (11, 0.012821409), (12, 0.012821409)]",6
老板人很好，非常热情贴心，介绍了许多不踩雷的当地美食，楼下的环境也很好，有一种古镇的感觉,老板 热情 贴心 介绍 美食 环境 感觉,"[(7, 0.884612)]",7
地理位置超级方便，离五一黄兴就几步路诶，环境也很棒，还给免费升了房，下次还来,地理位置 环境 很棒 还给,"[(0, 0.36182767), (1, 0.01538536), (2, 0.015385262), (3, 0.015385451), (4, 0.46893302), (5, 0.015385386), (6, 0.015385324), (7, 0.01538549), (8, 0.015385432), (9, 0.015385386), (10, 0.015385393), (11, 0.015385388), (12, 0.015385408)]",4
酒店环境十分不错，干净整洁，智能化，交通很方便，往前走是 五一街附近，入住第一天房东小哥哥就把附近的好吃的好玩得发微信给我房东有一只猫咪很可爱。,酒店 环境 不错 干净 整洁 交通 往前走 入住 房东 好吃 好玩 得发 房东 猫咪 可爱,"[(6, 0.12263511), (7, 0.8244748)]",7
有阳台房间很完美，老板也会介绍周围好吃好玩的地方，服务很到位，值得推荐,阳台 房间 完美 老板 介绍 好吃 好玩 地方 到位 值得 推荐,"[(9, 0.92307204)]",9
很棒的民宿哦，房间干净，位置很好，楼下就是都正街，周围全是好吃的。离黄兴广场地铁站也很近，去哪里都很方便。还有可爱的小白猫！,很棒 民宿 房间 干净 位置 正街 好吃 广场 地铁站 可爱 白猫,"[(9, 0.92307156)]",9
房间干净整洁，老板还会热心推荐附近好吃的，位置超方便附近小吃很多,房间 干净 整洁 老板 热心 推荐 好吃 位置 小吃,"[(7, 0.90768903)]",7
住的可以，关了窗可以安稳入睡，周围离吃的地方都很近,安稳 入睡 离吃 地方,"[(0, 0.015385738), (1, 0.015385719), (2, 0.015385719), (3, 0.015385778), (4, 0.015385719), (5, 0.8153707), (6, 0.015385743), (7, 0.015385801), (8, 0.015385882), (9, 0.015385775), (10, 0.015385835), (11, 0.015385768), (12, 0.015385805)]",5
门外就是都正街，非常方便。店里小哥待人很好，住在这里感受到了长沙的舒适,正街 店里 小哥 待人 感受 舒适,"[(0, 0.010990522), (1, 0.010990547), (2, 0.010990514), (3, 0.010990567), (4, 0.010990632), (5, 0.010990515), (6, 0.0109904995), (7, 0.571166), (8, 0.010990597), (9, 0.010990527), (10, 0.010990522), (11, 0.010990523), (12, 0.307938)]",7
