Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment,主题概率,主题类型
,2024-07-25 14:25:39,。zkso,1,一星给B站 广告多 上下滑动视频切换视频卡顿 加载页面广告居然是3D 稍微动一下就切换到广告,我都不知道我下载的是刷视频软件还是看广告软件了……三个视频出现一个广告……太失望了,下载 视频 软件 广告 软件 视频 广告 失望,负面,"[(3, 0.2138375), (10, 0.689865)]",10
,2024-07-25 12:36:02,小淤青,4,好看,跟抖音一样,跟抖,负面,"[(0, 0.033340737), (1, 0.033340737), (2, 0.033340774), (3, 0.033340737), (4, 0.033340737), (5, 0.033340737), (6, 0.033340737), (7, 0.033340737), (8, 0.033340737), (9, 0.5332297), (10, 0.033340737), (11, 0.033340737), (12, 0.033340737), (13, 0.033340737), (14, 0.033340737)]",9
,2024-07-25 11:52:59,）号）；；,1,两个视频一个广告还看什么视频直接全部都是广告好了,两个视频一个广告还看什么视频直接全部都是广告好了,视频 广告 视频 全部都是 广告,负面,"[(0, 0.011113302), (1, 0.8444135), (2, 0.011113321), (3, 0.011113306), (4, 0.011113309), (5, 0.011113309), (6, 0.011113295), (7, 0.011113406), (8, 0.011113313), (9, 0.0111133065), (10, 0.011113327), (11, 0.011113329), (12, 0.011113312), (13, 0.011113344), (14, 0.011113294)]",1
,2024-07-25 09:29:13,最喜欢吃个西瓜,5,B站是我家,天天的，住站里了但是建议，站能严抓一些直播。有些明目张胆的色情擦边，真的没人管了吗，毕竟使用这个软件的还是青少年居多,住站 建议 站能 严抓 色情 擦边 软件,负面,"[(7, 0.20633543), (11, 0.685219)]",11
,2024-07-25 09:09:45,u 是怒啊扭啊UI啊就哭了,1,白瞎了b站,更新完200上限亲密度越改越垃圾,上限 密度 垃圾,负面,"[(0, 0.01667406), (1, 0.016674105), (2, 0.016674066), (3, 0.01667402), (4, 0.016674018), (5, 0.01667402), (6, 0.016674062), (7, 0.016674137), (8, 0.016674032), (9, 0.01667402), (10, 0.016674029), (11, 0.016674021), (12, 0.01667409), (13, 0.016674016), (14, 0.7665633)]",14
,2024-07-25 08:43:08,洲耍男抽嵌厚章解默诧票讶,5,B站真的好好用,（该条评论已经被删除）小飞侠支持站很好用的软件，求速出离线。,评论 删除 支持 好用 软件 求速 离线,负面,"[(11, 0.7978908), (13, 0.0937124)]",11
,2024-07-25 08:38:28,.韩国慕色,5,就是虾子了吧,（该条评论已经被删除）不知道自己是不是该去做什么事都是自。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222279), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-07-25 08:28:16,ReCurse--,1,一分,1.为什么最新版本把只听音频给取消了？2.设计这个进入晃动广告的，一分好评。,版本 音频 取消 晃动 广告 好评,负面,"[(3, 0.304231), (13, 0.5719414)]",13
,2024-07-25 08:10:00,飘）¯啊飘摇呀摇,5,iOS13,（该条评论已经被删除）二次元或是手工帝，开始学习一天了？。,评论 删除 手工 学习,负面,"[(0, 0.013366027), (1, 0.013366023), (2, 0.013366025), (3, 0.013366023), (4, 0.0133660445), (5, 0.013366079), (6, 0.013366035), (7, 0.013366023), (8, 0.013366047), (9, 0.013366034), (10, 0.0133660305), (11, 0.6138019), (12, 0.21243964), (13, 0.013366032), (14, 0.013366038)]",11
,2024-07-25 08:05:55,老K明敏送你,1,快十年老用户的评价,越更新越史，收着用户的钱高价雇佣最没用的管理层指挥着底层码奴做史这就是现在的,越史 用户 高价 雇佣 没用 管理层 指挥 底层 码奴 做史,负面,"[(0, 0.9150676)]",0
,2024-07-25 07:57:27,追风＋oˇwen,5,996中华人民共和国万岁,（该条评论已经被删除）打开视频看着，我要去看番了，真心支持。,评论 删除 打开 视频 看着 看番 支持,负面,"[(8, 0.8833289)]",8
,2024-07-25 07:53:23,不会超能力♀的超人,5,就是不知道怎么买硬币改名字,（该条评论已经被删除）腰不疼了，我说的是谢广坤。,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.02222228), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-07-25 07:18:25,，僵尸农夫,1,视频上只有投屏标记 听视频标记怎么消失了,视频上只有投屏标记 听视频标记怎么消失了？差评啊这一版！这个功能我睡觉天天要用的！ 稍后再看列表里听视频，非常方便！现在这个按钮你们给我整哪儿去了！ 真是讨厌啊！👎,视频 投屏 标记 视频 标记 消失 差评 功能 睡觉 要用 列表 视频 按钮 讨厌,负面,"[(7, 0.79352266), (10, 0.082076125), (12, 0.07104559)]",7
,2024-07-25 01:21:42,TsuiYY,2,占用空间太大了,缓存了1视频，本体几百，为何系统里显示占据了10+？别太离谱,缓存 视频 本体 系统 显示 占据 离谱,负面,"[(7, 0.58119804), (13, 0.31039283)]",7
,2024-07-25 00:49:08,90岁热血老太,1,改回去啊,为什么要把左上角点进主页改成最近观看难受死了,主页 改成 观看 难受,负面,"[(0, 0.01333688), (1, 0.66191506), (2, 0.013336892), (3, 0.013336889), (4, 0.013336927), (5, 0.16470522), (6, 0.013336897), (7, 0.013336892), (8, 0.013336924), (9, 0.013336931), (10, 0.013336912), (11, 0.013336902), (12, 0.013336883), (13, 0.013336895), (14, 0.013336879)]",1
,2024-07-24 20:59:44,9878.75897,1,垃圾,看个比赛无限秒退，一把比赛能退出来十几次，后台放个视频再进来还能看个开屏广告，就你开屏广告最灵敏，弹窗要评分？满足你,无限 退出 后台 视频 开屏 广告 开屏 广告 弹窗 评分,负面,"[(2, 0.5034989), (8, 0.18210964), (9, 0.24164781)]",2
,2024-07-24 18:59:00,🍊766,1,早点注销吧,站的环境真是越来越差了，18年注册的号，当时的氛围还不是这样的，现在充斥着盗视频的，玩烂梗的，人身攻击，广告也是越来越过分。,环境 注册 氛围 充斥 视频 广告 过分,负面,"[(1, 0.23771735), (9, 0.25957716), (13, 0.40264195)]",13
,2024-07-24 17:01:11,爷是你爸爸,1,大b站处理不了刷屏，处理不了谐音骂人，处理不了私信和动态视频评论区骚扰，处理不了麦片哥，但是评论字数一多，不管什么内容都能屏蔽,依稀记得前两年被人私信和视频评论区骚扰，是那种骚扰完秒拉黑几个小时后再拉出来再骚扰一遍再给你拉黑的那种，从前一天凌晨两三点到次日晚上七八点中间不间断，找了他们人工客服三四次，每次都是全部被骚扰的截图➕对方截图➕新被骚扰的截图，然后客服回复就是收到了就没后文了，然后我还在被对方骚扰，更绝的是他们那个中间有一个鲨客服给出的处理方式是让我拉黑他，我拉黑是我的处理方式，他私信骚扰视频评论区辱骂我要看的是你站内的处理方式，你们那个客服也是个天才让我把问题抛回来让我自己处理，我有那本事禁他言封他号我还找你干什么，你甚至都不能像那样删评拉黑能直接送对方去答题 -----------------------------------------------------------------------------------------  开发者回复：您好，为防止用户被网暴影响，我们已上线一键键防骚扰功能，用户可在移动端---进行功能开启，开启后，7日内仅会接收到指定用户的私信、弹幕、评论，并不再接收。另外，对于违规网暴内容，用户也可以在对应页面进线举报，平台也会基于社区规则进行核实处理。,私信 视频 评论 骚扰 骚扰 小时 骚扰 人工 客服 骚扰 截图 截图 骚扰 截图 客服 回复 收到 骚扰 更绝 客服 给出 方式 方式 私信 骚扰 视频 评论 辱骂 方式 客服 天才 回来 删评 答题 开发者 回复 用户 网暴 上线 一键 骚扰 功能 用户 功能 开启 开启 接收 指定 用户 私信 弹幕 评论 接收 网暴 内容 用户 页面 举报 平台 社区 规则 核实,负面,"[(11, 0.98517954)]",11
,2024-07-24 16:28:03,啊呃嗯,5,这不挺好的吗,感觉风评是很多视频平台最好的一个,感觉 风评 视频 平台,负面,"[(0, 0.013351092), (1, 0.0133511005), (2, 0.0133511), (3, 0.013351087), (4, 0.013351117), (5, 0.4780989), (6, 0.01335109), (7, 0.013351131), (8, 0.34833673), (9, 0.013351108), (10, 0.013351108), (11, 0.013351122), (12, 0.013351102), (13, 0.013351135), (14, 0.013351086)]",5
,2024-07-24 15:27:41,南小濡,1,简直是丧心病狂,打开站还没反应过来就跳转到淘宝了，这种垃圾软件行为苹果商店是怎么审核上架的？整个站已经烂透了，卖课骗人的，卖片的，做鸡的，全都不管，看见卖课的我在评论区提醒了一个结果说我是卖课的说我评论违规，这种情况还不是一两次了。恶心，恶心啊,打开 跳转 垃圾 软件 苹果 商店 审核 上架 卖课 骗人 卖片 卖课 评论 提醒 评论 情况 恶心 恶心,负面,"[(1, 0.12832016), (3, 0.1806477), (8, 0.6489122)]",8
,2024-07-24 12:49:28,我也想当主播,1,垃圾！bug！播放经常突然没声音！,垃圾！！播放经常突然没声音！,垃圾 播放 声音,负面,"[(0, 0.016666876), (1, 0.016666893), (2, 0.016666874), (3, 0.016666854), (4, 0.01666686), (5, 0.016666856), (6, 0.016666872), (7, 0.4454518), (8, 0.016666865), (9, 0.33787888), (10, 0.016666925), (11, 0.016666865), (12, 0.016666885), (13, 0.016666861), (14, 0.016666858)]",7
,2024-07-24 12:07:54,担保贷款ki,1,bug反馈,（该条评论已经被删除）图片缓存200左右保存图片崩溃,评论 删除 图片 缓存 保存 图片 崩溃,负面,"[(13, 0.88332224)]",13
,2024-07-24 11:15:00,智乃家的智乃,1,好多垃圾,首页推荐全是重复视频，水印都两重三重投自制还能给它过，然后之前用安卓手机用的谷歌版，手机坏了把原来不用的苹果拿出来用，垃圾里塞的垃圾是真多，完全没没有谷歌版的干净,推荐 视频 水印 自制 手机 谷歌 手机 不用 苹果 垃圾 垃圾 干净,负面,"[(10, 0.20615414), (12, 0.7271596)]",12
,2024-07-24 10:52:02,EastSummer,1,最烂的客服没有之一,所有平台见过最烂的客服，买了联名大会员说不给兑过期了，付款的时候没有任何提示过期，期间也没有任何短信或者消息，到期就硬不给退，遇到此类情况的请花时间向消协投诉,平台 最烂 客服 联名 会员 付款 提示 短信 消息 时间 消协 投诉,负面,"[(9, 0.9281641)]",9
,2024-07-24 09:04:22,啦啦啦求NB,1,没搜过 但推荐负面搜索词 和 低俗词 污染眼球,（该条评论已经被删除）如标题。站请整改,评论 删除 标题 整改,负面,"[(0, 0.013337808), (1, 0.013337807), (2, 0.013337811), (3, 0.013337807), (4, 0.013337827), (5, 0.24937494), (6, 0.57723343), (7, 0.01333781), (8, 0.013337826), (9, 0.013337826), (10, 0.013337814), (11, 0.01333785), (12, 0.013337808), (13, 0.013337823), (14, 0.01333781)]",6
,2024-07-24 07:53:06,丞相爱吃鱼,1,听视频能改回去吗,太不方便也不人性化了 一打开都是什么乱七八糟的吓一跳,人性化 打开 吓一跳,负面,"[(0, 0.016709482), (1, 0.01670948), (2, 0.016709482), (3, 0.214473), (4, 0.016709484), (5, 0.016709482), (6, 0.016709482), (7, 0.016709493), (8, 0.016709488), (9, 0.016709484), (10, 0.01670948), (11, 0.5683037), (12, 0.01670948), (13, 0.016709538), (14, 0.01670948)]",11
,2024-07-24 07:00:39,3149963022,1,垃圾平台,我等你什么时候撑不住加视频广告,撑不住 视频 广告,负面,"[(0, 0.016681623), (1, 0.016681684), (2, 0.016681805), (3, 0.016681673), (4, 0.016681613), (5, 0.016681615), (6, 0.016681619), (7, 0.016681638), (8, 0.01668163), (9, 0.01668161), (10, 0.016681634), (11, 0.766457), (12, 0.016681613), (13, 0.016681641), (14, 0.016681606)]",11
,2024-07-24 00:44:23,Misakimirai,1,二次元已逝,广告越来越多，已经不是梦开始的地方了，二次元内容越来越少，各种广告防不胜防,广告 地方 内容 广告,负面,"[(0, 0.013333506), (1, 0.013333525), (2, 0.5277155), (3, 0.013333525), (4, 0.013333502), (5, 0.013333506), (6, 0.013333505), (7, 0.013333511), (8, 0.013333503), (9, 0.01333353), (10, 0.0133335), (11, 0.013333513), (12, 0.0133335), (13, 0.29894888), (14, 0.013333498)]",2
,2024-07-24 00:32:30,Si哔哩哔哩客服,1,客服有病,这的客服真的有神经病，一直都是智能客服，听不懂老子说的话转接人工也不行，真的有病,客服 神经病 智能 客服 听不懂 老子 转接 人工 不行,负面,"[(0, 0.2069616), (8, 0.10969815), (13, 0.60327077)]",13
,2024-07-23 21:56:38,评价。。hh,1,垃圾,越做越差😁本来就是用你听听歌😁看看高质量视频。你整这出。😁👍👍👍都别用了，垃圾广告到处都是，骗子视频是不管的，擦边是不管的，你什么都不管，现在找了最软的柿子捏😁大家就听个歌😁你要怎样😁👊👊👊,越做越 听听 高质量 视频 别用 垃圾 广告 骗子 视频 擦边 最软 柿子,负面,"[(1, 0.16081633), (11, 0.7724555)]",11
,2024-07-23 18:30:39,B站的🌟😠,5,B站体验,现在感觉一天不看就浑身难受，已经快成站的🌟😠了😭,感觉 浑身 难受 成站,负面,"[(0, 0.013343337), (1, 0.013343354), (2, 0.013343337), (3, 0.013343341), (4, 0.013343479), (5, 0.013343344), (6, 0.013343358), (7, 0.013343341), (8, 0.8131931), (9, 0.013343341), (10, 0.013343342), (11, 0.013343341), (12, 0.013343337), (13, 0.013343341), (14, 0.013343337)]",8
,2024-07-23 16:32:48,hsjssudj,3,不是，你是多牛马呀？,之前先是会员弹幕，接着充电视频，然后还是充电评论，然后你这个充电评论，有的时候还显示不出来，我还得给你猜字,会员 弹幕 充电 视频 充电 评论 充电 评论 显示,负面,"[(2, 0.4683656), (5, 0.22798005), (7, 0.22365269)]",2
,2024-07-23 16:04:47,么么tang,2,互关后自动回复非常尴尬,能不能取消互关后自动回复的功能。。。不需要真的不需要。。。 -----------------------------------------------------------------------------------------  开发者回复：您好，达到1000粉丝数后您可以在设置,互关 回复 功能 开发者 回复 粉丝,负面,"[(5, 0.2649582), (9, 0.6111849)]",9
,2024-07-23 13:57:39,清尘_天语,2,下架传说V曲你好意思吗？,你还记得自己原来的名字吗？你知道我们下载这个是干什么的吗？要是往短视频方向发展我还不如下抖音快手 -----------------------------------------------------------------------------------------  开发者回复：小伙伴的评论情况如果出现被删除或不能显示，建议您可以尝试一下申诉哦~如果您的评论核实无问题会帮您恢复哒~链接（://../5//）成功与否都会在24内会在系统通知给您反馈哒~有劳小伙伴啦,记得 名字 下载 视频 方向 开发者 回复 小伙伴 评论 情况 删除 显示 申诉 评论 核实 恢复 链接 成功 内会 系统 通知 反馈 有劳 小伙伴,负面,"[(1, 0.2983269), (4, 0.060732473), (5, 0.60892284)]",5
,2024-07-23 11:50:46,不爱学习的苏习习,1,搜索视频显示一堆评论,（该条评论已经被删除）有什么大病吧，搜出来的视频下方显示评论干什么,评论 删除 大病 视频 显示 评论,负面,"[(2, 0.17879954), (5, 0.69735175)]",5
,2024-07-23 11:47:23,cffc100,2,什么垃圾,闹残审核，啥也不是，我真想把审核杀了,审核 审核,负面,"[(0, 0.02222241), (1, 0.022222409), (2, 0.022222409), (3, 0.022222418), (4, 0.022222409), (5, 0.022222409), (6, 0.022222409), (7, 0.6888859), (8, 0.022222439), (9, 0.022222446), (10, 0.022222448), (11, 0.022222545), (12, 0.022222439), (13, 0.022222422), (14, 0.022222433)]",7
,2024-07-23 11:10:23,字香菜v不能买,1,青少年模式,不是我就不小心点到青少年模式里了然后我点退出，就一直让我找客服。你们那客服跟死了一样，不是你们到底有没有人工客服啊？就这死了一样的客服你们还不如全用呢，费那么多钱找一堆死人来有意思吗？,小心 模式 退出 客服 客服 跟死 有没有 人工 客服 客服 全用,负面,"[(9, 0.92219114)]",9
,2024-07-23 02:55:46,卿词.,1,不是 你什么意思,平时没什么活 就在就给大伙硬整是吧，本来好好的主播亲密度这个机制一天挂时间刷满最低还能搞1700 现在就只有200了，真就纯整烂活 莫名其妙 蜀黍就这么缺米了是吧 这么缺米你怎么不把打开应用也设置成要花钱才能打开呢？ 之前的人气票也是，非要没事找骂 每次不整烂活就难受是吧,大伙 密度 机制 时间 刷满 最低 整烂 蜀黍 缺米 打开 成要 花钱 打开 人气 没事 难受,负面,"[(7, 0.83120733), (11, 0.11775897)]",7
,2024-07-23 01:23:54,昵称玩儿,1,你们这群资本家把最开始的b站给我还回来！,讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌讨厌！,讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌 讨厌,负面,"[(12, 0.99447733)]",12
