内容,主题概率,主题类型
承诺 收到 货是 山药,"[(0, 0.02500988), (1, 0.025007412), (2, 0.02501833), (3, 0.025030162), (4, 0.025044924), (5, 0.025030892), (6, 0.824831), (7, 0.025027411)]",6
山药 去皮 变色 粉红色 客服 客服 现象 变色 购买,"[(0, 0.2307518), (1, 0.012515891), (2, 0.012513041), (3, 0.012527566), (4, 0.012511645), (5, 0.6941479), (6, 0.012513235), (7, 0.012518905)]",5
拿到 一根 确实 粉面 很硬 感觉 上当 正宗 铁棍 山药,"[(0, 0.011398331), (1, 0.0113907205), (2, 0.011413895), (3, 0.011388477), (4, 0.011388875), (5, 0.14812975), (6, 0.42911303), (7, 0.36577696)]",6
口感 没买 难吃 铁棍 山药 失望,"[(0, 0.017880091), (1, 0.017899696), (2, 0.017885), (3, 0.017865751), (4, 0.017897151), (5, 0.3534793), (6, 0.017888376), (7, 0.5392046)]",7
包装箱 放烂 山药 冒充 斤两 两次 山药 两次 用烂 山药 冒充 斤两,"[(6, 0.93261904)]",6
质量 直播间 随便 两根 一量 公分 公分 大部分 很细 中果,"[(0, 0.011372065), (1, 0.01137285), (2, 0.011374652), (3, 0.011372928), (4, 0.011371111), (5, 0.92038536), (6, 0.011374399), (7, 0.01137665)]",5
山药 品质 歪七扭八 希望 消费者 提个醒,"[(0, 0.017888788), (1, 0.017885894), (2, 0.017904501), (3, 0.017878752), (4, 0.017888581), (5, 0.8747784), (6, 0.017893914), (7, 0.017881194)]",5
几天 第一次,"[(0, 0.3909676), (1, 0.041683543), (2, 0.3588889), (3, 0.041696627), (4, 0.041695103), (5, 0.041687753), (6, 0.04167376), (7, 0.04170668)]",0
铁棍 山药 上当受骗 第一次 人差,"[(0, 0.020870214), (1, 0.020842822), (2, 0.020845681), (3, 0.020844057), (4, 0.020843426), (5, 0.020857671), (6, 0.020849187), (7, 0.85404694)]",7
好吃 山药 我会 推荐 朋友,"[(0, 0.020852014), (1, 0.020855598), (2, 0.020862265), (3, 0.020851428), (4, 0.020880884), (5, 0.8539756), (6, 0.020862069), (7, 0.020860178)]",5
以次充好 泥巴 理赔 困难 谨慎 购买,"[(0, 0.017882878), (1, 0.017869381), (2, 0.017873947), (3, 0.017870149), (4, 0.017870864), (5, 0.1863354), (6, 0.017870512), (7, 0.70642686)]",7
斤数 一小 头上 发霉,"[(0, 0.025032148), (1, 0.02503247), (2, 0.025062885), (3, 0.025035746), (4, 0.025043374), (5, 0.025026321), (6, 0.025026185), (7, 0.8247409)]",7
压根 奇形怪状 视频,"[(0, 0.031349134), (1, 0.031285048), (2, 0.7807999), (3, 0.031294364), (4, 0.031330347), (5, 0.03131187), (6, 0.031310253), (7, 0.031319052)]",2
山药 膨大 最差 山药,"[(0, 0.02503351), (1, 0.025043137), (2, 0.025023751), (3, 0.025019476), (4, 0.02502004), (5, 0.8247795), (6, 0.025043283), (7, 0.025037296)]",5
拍照 收货 房间 存放 原谅 山药 回来 再也,"[(0, 0.013946419), (1, 0.013919446), (2, 0.013938775), (3, 0.013912607), (4, 0.013929552), (5, 0.71134996), (6, 0.013919346), (7, 0.20508386)]",5
公分 大果 公分 不到 细小 最起码 诚信,"[(0, 0.015664896), (1, 0.015643388), (2, 0.01564617), (3, 0.015638744), (4, 0.015639903), (5, 0.1308639), (6, 0.28382087), (7, 0.50708216)]",7
真的 咋样 超市 多久,"[(0, 0.025022337), (1, 0.025026238), (2, 0.025037335), (3, 0.20808706), (4, 0.025021229), (5, 0.025076048), (6, 0.22115533), (7, 0.44557446)]",7
服务 超级 理由 推辞 回来 两根 店家 百种 理由 不换 不退,"[(0, 0.010428318), (1, 0.010430051), (2, 0.010428721), (3, 0.01042948), (4, 0.010443284), (5, 0.92698383), (6, 0.010427214), (7, 0.010429121)]",5
描述 相符 情况 大果 长度 大果 做事 不诚实 守信,"[(0, 0.012519698), (1, 0.012519638), (2, 0.012514596), (3, 0.012541876), (4, 0.012523364), (5, 0.9123429), (6, 0.012523103), (7, 0.012514796)]",5
链接 公分 收到 公分 售后服务 极差,"[(0, 0.017865894), (1, 0.017869433), (2, 0.017875453), (3, 0.017879298), (4, 0.0178903), (5, 0.01790889), (6, 0.017874632), (7, 0.8748361)]",7
太过分 凑够,"[(0, 0.041747496), (1, 0.7077269), (2, 0.0417878), (3, 0.041747577), (4, 0.041747577), (5, 0.0417475), (6, 0.041747548), (7, 0.04174763)]",1
收到 一半 几块钱,"[(0, 0.2333316), (1, 0.03128358), (2, 0.031276204), (3, 0.0313051), (4, 0.031267), (5, 0.031272914), (6, 0.5789916), (7, 0.031271953)]",6
太坑 手指 一点 中果,"[(0, 0.8246815), (1, 0.025042968), (2, 0.025042472), (3, 0.025031542), (4, 0.025030816), (5, 0.025070162), (6, 0.025035001), (7, 0.025065536)]",0
这家 骗人 服务 太态 差买 大果 小果 骗人,"[(0, 0.32327893), (1, 0.0139290225), (2, 0.013935725), (3, 0.013931794), (4, 0.0139256185), (5, 0.59314775), (6, 0.013926513), (7, 0.01392469)]",5
实物 卖家 表述 不符 品质 以次充好 欺骗 消费者,"[(0, 0.013916129), (1, 0.013905204), (2, 0.9026393), (3, 0.013902157), (4, 0.013910973), (5, 0.01390859), (6, 0.013911456), (7, 0.013906174)]",2
铁棍 山药 不行,"[(0, 0.031263825), (1, 0.03127846), (2, 0.031257194), (3, 0.03127612), (4, 0.031280253), (5, 0.03131175), (6, 0.03128527), (7, 0.7810471)]",7
每次,"[(0, 0.06250356), (1, 0.062508024), (2, 0.06251653), (3, 0.5624577), (4, 0.06250356), (5, 0.06250356), (6, 0.06250356), (7, 0.06250357)]",3
肯定 黑点 几根 没退 心情 好烦,"[(0, 0.017878642), (1, 0.017878318), (2, 0.18044323), (3, 0.44376758), (4, 0.017883005), (5, 0.017886054), (6, 0.2863836), (7, 0.017879564)]",3
宣传 不符 不面 不软,"[(0, 0.025014041), (1, 0.025110066), (2, 0.025126085), (3, 0.02512915), (4, 0.025267841), (5, 0.025033507), (6, 0.025131369), (7, 0.82418793)]",7
山药 硬邦 发黑 下次,"[(0, 0.025024174), (1, 0.025005842), (2, 0.025047338), (3, 0.02500178), (4, 0.025017852), (5, 0.8248704), (6, 0.025010288), (7, 0.025022306)]",5
太细 不值 价钱,"[(0, 0.03133071), (1, 0.031271115), (2, 0.031264063), (3, 0.40458816), (4, 0.03128919), (5, 0.031266905), (6, 0.40770411), (7, 0.031285718)]",6
骗子 垃圾 坏果 一半 不良 商家 东西 质量 铁棍 山药 发绿 品种 掺和 着卖 好几根 细小 再也 骗子,"[(0, 0.74849427), (5, 0.21190692)]",0
昨天下午 收到 早上 掰开 一点 粘液 土豆 十多年 山药 上当 性价比 一星半点 再也不会 对不起 只能,"[(6, 0.9451743)]",6
卖家 很好 最贵 那种 大号 回来 全部都是 差劲 购物,"[(0, 0.9123844), (1, 0.012517843), (2, 0.01252066), (3, 0.012509105), (4, 0.012515901), (5, 0.01253273), (6, 0.01250893), (7, 0.012510431)]",0
新鲜 拉肚子,"[(0, 0.041753437), (1, 0.04176624), (2, 0.041763075), (3, 0.04171017), (4, 0.0417127), (5, 0.041774884), (6, 0.70770985), (7, 0.041809663)]",6
感觉 受骗 山药 真的 冤枉钱 拉丝 直播间 显示 欺骗 消费者 打着 药用 山药 抬高自己 价格 底线 商家 报应 只能 拿来 做菜 当不了 山药 计划 落空,"[(5, 0.96627605)]",5
大果,"[(0, 0.06254661), (1, 0.062508486), (2, 0.06250483), (3, 0.06250259), (4, 0.062506), (5, 0.56240606), (6, 0.06251983), (7, 0.06250558)]",5
正宗 铁棍 山药 铁锈 红颜色 味道 干面 正宗 铁棍 山药 差远了,"[(0, 0.010428587), (1, 0.010436414), (2, 0.010450587), (3, 0.010421918), (4, 0.010436298), (5, 0.010430056), (6, 0.01043105), (7, 0.92696506)]",7
货说 新出 一根 刮成 半根,"[(0, 0.02087524), (1, 0.02086325), (2, 0.020863242), (3, 0.020863257), (4, 0.8538393), (5, 0.020864623), (6, 0.020967793), (7, 0.020863274)]",4
失败 购物 正宗 好吃 铁棍 山药 好吃,"[(0, 0.015636552), (1, 0.01565168), (2, 0.015631828), (3, 0.015628671), (4, 0.015632616), (5, 0.58531624), (6, 0.01563331), (7, 0.3208691)]",5
不值 长度 客服 一根 麻烦 对付,"[(0, 0.579306), (1, 0.017906362), (2, 0.18253249), (3, 0.017942023), (4, 0.017910516), (5, 0.017909136), (6, 0.14859273), (7, 0.017900776)]",0
讲解 时说 一箱 六根 哪管 骗人 太狼 退回 新发 可认 包装 远断 几根 没什么,"[(4, 0.9414997)]",4
山药 一点 粘液 蒸好 黑点 大街 随便 上当受骗 自认倒霉,"[(0, 0.012514837), (1, 0.012514418), (2, 0.01251851), (3, 0.012515656), (4, 0.0125145875), (5, 0.012561027), (6, 0.012526386), (7, 0.91233456)]",7
现场 装货 整根 收到 货是 边角料 几根 小货 商家 狡猾 信懒,"[(0, 0.010431644), (1, 0.01043207), (2, 0.010434769), (3, 0.010438741), (4, 0.92692435), (5, 0.0104645705), (6, 0.010440845), (7, 0.010433036)]",4
山药 心有坏 干坏,"[(0, 0.031308737), (1, 0.031301577), (2, 0.78053755), (3, 0.03129864), (4, 0.031301986), (5, 0.031459823), (6, 0.031385086), (7, 0.031406593)]",2
直播间 描述 不符,"[(0, 0.031255726), (1, 0.031287145), (2, 0.03130214), (3, 0.7809993), (4, 0.031328544), (5, 0.031276997), (6, 0.031285368), (7, 0.031264786)]",3
盒子 称重,"[(0, 0.04178224), (1, 0.04180276), (2, 0.04175302), (3, 0.041753065), (4, 0.041753065), (5, 0.04185923), (6, 0.7075435), (7, 0.041753113)]",6
中号 小号,"[(0, 0.04177831), (1, 0.70770353), (2, 0.041747697), (3, 0.04174774), (4, 0.04174774), (5, 0.041779496), (6, 0.041747704), (7, 0.041747786)]",1
木棍 山药,"[(0, 0.041735176), (1, 0.041732997), (2, 0.041738786), (3, 0.041823145), (4, 0.041733135), (5, 0.7077133), (6, 0.041758493), (7, 0.041764975)]",5
真的 对不起 价格,"[(0, 0.031322494), (1, 0.03127005), (2, 0.27093077), (3, 0.031283867), (4, 0.031273566), (5, 0.03132084), (6, 0.031279027), (7, 0.5413194)]",7
不好,"[(0, 0.06262412), (1, 0.06255601), (2, 0.06253543), (3, 0.0625406), (4, 0.5621716), (5, 0.06254392), (6, 0.06252476), (7, 0.062503606)]",4
形状 参差不齐,"[(0, 0.041841142), (1, 0.04179616), (2, 0.041796125), (3, 0.041796193), (4, 0.041796193), (5, 0.7073818), (6, 0.041796144), (7, 0.041796267)]",5
全是 奇型 怪状 没买,"[(0, 0.025045158), (1, 0.025028106), (2, 0.0250279), (3, 0.025029263), (4, 0.025029263), (5, 0.025094982), (6, 0.8247097), (7, 0.025035627)]",6
质量 建议 购买,"[(0, 0.031288527), (1, 0.03125887), (2, 0.031254124), (3, 0.03125517), (4, 0.031254552), (5, 0.78112966), (6, 0.031286087), (7, 0.031273022)]",5
中果 好像 小果 二根,"[(0, 0.8245718), (1, 0.025028365), (2, 0.025088128), (3, 0.025034474), (4, 0.02502582), (5, 0.025151713), (6, 0.025057392), (7, 0.025042392)]",0
大小 均匀,"[(0, 0.04172126), (1, 0.04166901), (2, 0.7081722), (3, 0.04167037), (4, 0.041670375), (5, 0.04175222), (6, 0.041675564), (7, 0.04166901)]",2
大小 不均 直播间 介绍 不符,"[(0, 0.020853488), (1, 0.020877523), (2, 0.020918066), (3, 0.020894673), (4, 0.020943247), (5, 0.8537796), (6, 0.02088298), (7, 0.020850431)]",5
第一次 山药,"[(0, 0.286873), (1, 0.04168565), (2, 0.041695233), (3, 0.041692734), (4, 0.041683674), (5, 0.46287775), (6, 0.041717257), (7, 0.041774675)]",5
商家,"[(0, 0.0625306), (1, 0.5617018), (2, 0.062574394), (3, 0.06265582), (4, 0.06266343), (5, 0.06265211), (6, 0.062663086), (7, 0.06255876)]",1
整条 收到 表皮 三根 不爽,"[(0, 0.02085959), (1, 0.020857876), (2, 0.020873012), (3, 0.020867052), (4, 0.020861259), (5, 0.020859942), (6, 0.020876827), (7, 0.8539444)]",7
山药 发黄 不好 卖家 狡辩,"[(0, 0.020882318), (1, 0.020858165), (2, 0.020867303), (3, 0.02085388), (4, 0.02088579), (5, 0.8538949), (6, 0.020869644), (7, 0.020887986)]",5
最差 一家 几年 一根 它家 直播间 展示 骗人,"[(0, 0.013900144), (1, 0.013900883), (2, 0.0139118945), (3, 0.013900858), (4, 0.013897966), (5, 0.28836727), (6, 0.6282271), (7, 0.013893852)]",6
大果 大果 东西 不好 客服 多年 评价,"[(0, 0.015665058), (1, 0.015647776), (2, 0.015638), (3, 0.015649168), (4, 0.015647987), (5, 0.890482), (6, 0.015639), (7, 0.015631018)]",5
垃圾 山药 一点 蒸熟 硬邦 上当受骗 没良心 骗子,"[(0, 0.0139006525), (1, 0.013910851), (2, 0.013910619), (3, 0.013899382), (4, 0.0139012225), (5, 0.90259695), (6, 0.013899483), (7, 0.013980868)]",5
两根 商家 赔偿 讨价还价 一共 八根,"[(0, 0.14077869), (1, 0.01789756), (2, 0.017903998), (3, 0.017889451), (4, 0.017898746), (5, 0.75183874), (6, 0.017899869), (7, 0.017892975)]",5
品种 懒得 退货 夸大其词 宣传,"[(0, 0.85359377), (1, 0.020903824), (2, 0.020873899), (3, 0.02091602), (4, 0.020908449), (5, 0.020859407), (6, 0.020973274), (7, 0.020971373)]",0
上次 公分 大果 上次 差太 中果,"[(0, 0.01786953), (1, 0.017862115), (2, 0.017866049), (3, 0.31765854), (4, 0.017860703), (5, 0.5751187), (6, 0.017869044), (7, 0.017895339)]",5
骗人 不面 视频 上发,"[(0, 0.025060058), (1, 0.025044756), (2, 0.8246581), (3, 0.025018968), (4, 0.02504942), (5, 0.025047757), (6, 0.025035227), (7, 0.025085704)]",2
描述 不符 口感 大小不一 不值 一斤,"[(0, 0.017875819), (1, 0.01789456), (2, 0.017868835), (3, 0.017888878), (4, 0.8748496), (5, 0.017868442), (6, 0.017880969), (7, 0.017872896)]",4
中果比 想象 差远了 直播间 有事 回来 经装 收到 轻易 下单,"[(0, 0.011399478), (1, 0.011380499), (2, 0.8344505), (3, 0.01141036), (4, 0.011410282), (5, 0.09718798), (6, 0.01138154), (7, 0.011379384)]",2
不面 口感 不好 失败 购物 常年 铁棍 山药 超市 直播 下单 失败 购物,"[(5, 0.9373831)]",5
好吃 不好 清洗 黑斑 只能 包装 物流 速度,"[(0, 0.013908132), (1, 0.9026306), (2, 0.013906254), (3, 0.013902665), (4, 0.013922804), (5, 0.01391107), (6, 0.013915769), (7, 0.013902716)]",1
上当受骗 品质 太次 次品,"[(0, 0.025009822), (1, 0.025004286), (2, 0.8248829), (3, 0.025005223), (4, 0.025009226), (5, 0.025012301), (6, 0.025002155), (7, 0.025074039)]",2
描述 相符 情况 感觉 小果 外包装 质量 简陋,"[(0, 0.013902055), (1, 0.013902953), (2, 0.013902196), (3, 0.013931173), (4, 0.013900972), (5, 0.90265125), (6, 0.013909247), (7, 0.013900165)]",5
去年 第一次 不错 回购 几次 第一次 口感,"[(0, 0.50402373), (1, 0.015631152), (2, 0.015655339), (3, 0.015634673), (4, 0.015683552), (5, 0.015659584), (6, 0.015641008), (7, 0.40207094)]",0
不烂 东西 最差 山药,"[(0, 0.025061967), (1, 0.025022255), (2, 0.025018888), (3, 0.025010535), (4, 0.025004882), (5, 0.8248421), (6, 0.025025656), (7, 0.025013743)]",5
山药 坑洼 粗细 均匀 很小 不肯 送货上门,"[(0, 0.015645795), (1, 0.015641121), (2, 0.8904168), (3, 0.015642127), (4, 0.015641244), (5, 0.01568031), (6, 0.015662264), (7, 0.015670296)]",2
直播间 上当 评论,"[(0, 0.3506273), (1, 0.031306922), (2, 0.46161693), (3, 0.031294346), (4, 0.0312703), (5, 0.031314302), (6, 0.031298198), (7, 0.0312717)]",2
多年 山药 难吃 分钟 一点 削皮 蒸完 山药 黑色 一锤子买卖 再也不会 回购,"[(5, 0.93257684)]",5
前几次 大小 味道 三根 一节 优惠,"[(0, 0.017884519), (1, 0.017890243), (2, 0.87482584), (3, 0.017873766), (4, 0.017874226), (5, 0.017881123), (6, 0.017886302), (7, 0.017883968)]",2
商家 不诚实 购买 山药 公分 大果 收到 公分 商家 检讨 强词夺理 标注 公分 介意 收到 全是 公分 纯属 欺骗 建议 平台 商家 管理 信心,"[(5, 0.9649414)]",5
几年 山药 差劲 新鲜 山药 怀疑 用药 水泡 根部 皮用 手轻 一动 发硬 口感 极差 红薯 希望 亲友们 擦亮眼睛 慎重 购买 商家 片面之词,"[(4, 0.072109476), (5, 0.89656395)]",5
分钟 一点 不软,"[(0, 0.031329535), (1, 0.0313518), (2, 0.031319197), (3, 0.031289607), (4, 0.031334154), (5, 0.42593953), (6, 0.031335063), (7, 0.38610113)]",5
正宗 铁棍 怀山 购买 慎重 好多 质量 失望,"[(0, 0.90259737), (1, 0.013925314), (2, 0.013910388), (3, 0.013903304), (4, 0.0139003275), (5, 0.0139184445), (6, 0.013917119), (7, 0.013927741)]",0
装箱,"[(0, 0.06270783), (1, 0.06261883), (2, 0.062765636), (3, 0.06261886), (4, 0.56143236), (5, 0.062618725), (6, 0.062618814), (7, 0.06261894)]",4
感觉 上当受骗 介绍 中果 收到,"[(0, 0.020872692), (1, 0.020840876), (2, 0.02087361), (3, 0.020855237), (4, 0.02084381), (5, 0.30019423), (6, 0.02086271), (7, 0.57465684)]",7
山药 不灵 黑色 上当 不正 山药,"[(0, 0.017884675), (1, 0.01787383), (2, 0.017877098), (3, 0.017878426), (4, 0.01786978), (5, 0.8748542), (6, 0.017882785), (7, 0.017879205)]",5
糊弄人 一头 一头 分叉 差远了 直播间 相符,"[(0, 0.01563845), (1, 0.01564681), (2, 0.015652511), (3, 0.015674423), (4, 0.89045435), (5, 0.015648812), (6, 0.015645476), (7, 0.015639212)]",4
直播间 不符 下单 收到 后悔 上当受骗,"[(0, 0.017875895), (1, 0.017873963), (2, 0.017892877), (3, 0.01789846), (4, 0.41509098), (5, 0.017891841), (6, 0.017883286), (7, 0.4775927)]",7
差评 原因 重量 五斤 一两 客服 水分 蒸发掉 运输 过程 有断 现象 两节 商家 无关 建议 商家 改进 包装 赠品 说明书 忘记 最终 客服 赔付 五块 商家 真的 用心 只能 客户,"[(1, 0.97256684)]",1
后悔 黑点 库存,"[(0, 0.5857184), (1, 0.03132125), (2, 0.03136079), (3, 0.03133184), (4, 0.031314272), (5, 0.03138491), (6, 0.22613822), (7, 0.031430364)]",0
铁棍 山药 山药 上当 花钱买 教训,"[(0, 0.01787997), (1, 0.01787754), (2, 0.017887603), (3, 0.017861959), (4, 0.017865548), (5, 0.0179025), (6, 0.017899252), (7, 0.87482566)]",7
很细 低于 所值 直播 展现 东西 上当 质量 慎买 骗人,"[(0, 0.01139085), (1, 0.011383878), (2, 0.011391038), (3, 0.011381243), (4, 0.011379634), (5, 0.23511912), (6, 0.6965772), (7, 0.011377034)]",6
不值 价格 山药 区别 口感 想象 好吃 折断 直播间 拉丝 这家 东西 坑人,"[(5, 0.93736815)]",5
性价比 规格 物流,"[(0, 0.031274714), (1, 0.031285938), (2, 0.031270664), (3, 0.03129833), (4, 0.7810106), (5, 0.031272642), (6, 0.031318635), (7, 0.03126847)]",4
大果 标的 公分 收到 最长 客服 态度 狡辩 言语 恶毒 圈尺 拉直 圈尺 刚的 拉直 线量 山药 算进去 拉直 尺量 尺寸 黑心 成度 打着 公分 误导 消费者 标大 高价,"[(6, 0.9707762)]",6
中果 前几次 不错 相是 小果 理想,"[(0, 0.017892739), (1, 0.4752251), (2, 0.01792006), (3, 0.017888261), (4, 0.017878177), (5, 0.4174093), (6, 0.017887462), (7, 0.01789893)]",1
大果 发给 中果,"[(0, 0.031299427), (1, 0.03127064), (2, 0.03128407), (3, 0.03129974), (4, 0.031268496), (5, 0.78101444), (6, 0.03127843), (7, 0.031284764)]",5
两根 网上,"[(0, 0.041723184), (1, 0.04171091), (2, 0.04167811), (3, 0.041678112), (4, 0.041687936), (5, 0.70815927), (6, 0.04167811), (7, 0.041684344)]",5
块钱 一兜 没什么 区别,"[(0, 0.025046807), (1, 0.6212725), (2, 0.025034295), (3, 0.025023146), (4, 0.22849216), (5, 0.025078138), (6, 0.025020905), (7, 0.02503207)]",1
山药 介绍 不熟 价格,"[(0, 0.025070718), (1, 0.025039975), (2, 0.02502774), (3, 0.025025137), (4, 0.025095332), (5, 0.824631), (6, 0.025035257), (7, 0.025074877)]",5
好吃 赠品 仓库 漏发,"[(0, 0.025049666), (1, 0.025058303), (2, 0.025046732), (3, 0.025046397), (4, 0.025047634), (5, 0.82463384), (6, 0.025063077), (7, 0.02505435)]",5
断头 公分 十几个 太假,"[(0, 0.02503805), (1, 0.60392725), (2, 0.025027448), (3, 0.025027463), (4, 0.025027463), (5, 0.025067817), (6, 0.025043702), (7, 0.24584079)]",1
一点 不甜 水份 假货,"[(0, 0.4056639), (1, 0.44414473), (2, 0.025060454), (3, 0.025018686), (4, 0.02501515), (5, 0.025032502), (6, 0.025036559), (7, 0.025027994)]",1
好几遍 好吃 剩下 可惜,"[(0, 0.025029141), (1, 0.025024671), (2, 0.26752588), (3, 0.025009327), (4, 0.02501102), (5, 0.58230793), (6, 0.025073295), (7, 0.025018688)]",5
淮山 细条 价格 品味,"[(0, 0.025041081), (1, 0.025031917), (2, 0.02503699), (3, 0.82468253), (4, 0.02503263), (5, 0.025063198), (6, 0.02504797), (7, 0.025063619)]",3
包装 不绵 物不所值,"[(0, 0.031325582), (1, 0.03137606), (2, 0.03134396), (3, 0.031316485), (4, 0.031315878), (5, 0.780665), (6, 0.03131741), (7, 0.031339686)]",5
山药 好几个 一点,"[(0, 0.03128814), (1, 0.4107082), (2, 0.031288963), (3, 0.031253703), (4, 0.031262618), (5, 0.40159652), (6, 0.03129062), (7, 0.031311236)]",1
前几次 购买,"[(0, 0.041785564), (1, 0.041796785), (2, 0.46910483), (3, 0.041709077), (4, 0.041698158), (5, 0.28034425), (6, 0.041732457), (7, 0.041828867)]",2
满意 发黄,"[(0, 0.04166712), (1, 0.041669205), (2, 0.7081946), (3, 0.0416707), (4, 0.041691102), (5, 0.041716345), (6, 0.04166712), (7, 0.041723855)]",2
描述 不符 口感 极差 再也不会,"[(0, 0.020855842), (1, 0.020847198), (2, 0.020891769), (3, 0.25758556), (4, 0.6172357), (5, 0.020887902), (6, 0.020854764), (7, 0.020841245)]",4
包装 产品 太小,"[(0, 0.031259675), (1, 0.78093785), (2, 0.031288635), (3, 0.03131425), (4, 0.03129483), (5, 0.031265806), (6, 0.031357486), (7, 0.031281482)]",1
好吃 不烂 没面,"[(0, 0.031304177), (1, 0.03130926), (2, 0.031289816), (3, 0.03128922), (4, 0.03129134), (5, 0.7809236), (6, 0.031285178), (7, 0.03130737)]",5
